variable_ine,valores_ine
G1_39_5B,99 = no consta
G1_39_5C,00 a 30
G1_39_5C,98 = no sabe
G1_39_5C,99 = no consta
G1_39_6A,1 = sí
G1_39_6A,6 = no
G1_39_6A,9 = no consta
G1_39_6B,00 a 30
G1_39_6B,98 = no sabe
G1_39_6B,99 = no consta
G1_39_6C,00 a 30
G1_39_6C,98 = no sabe
G1_39_6C,99 = no consta
G1_40_1A,1 = sí
G1_40_1A,6 = no
G1_40_1A,9 = no consta
G1_40_1B,01 a 28
G1_40_1B,98 = no sabe
G1_40_1B,99 = no consta
G1_40_2A,1 = sí
G1_40_2A,6 = no
G1_40_2A,9 = no consta
G1_40_2B,01 a 28
G1_40_2B,98 = no sabe
G1_40_2B,99 = no consta
G1_40_3A,1 = sí
G1_40_3A,6 = no
G1_40_3A,9 = no consta
G1_40_3B,01 a 28
G1_40_3B,98 = no sabe
G1_40_3B,99 = no consta
G2_41,1 = sí
G2_41,6 = no
G2_41,9 = no consta
G2_42,01 = no pudo conseguir cita
G2_42,02 = no pudo dejar el trabajo
G2_42,03 = era demasiado caro/no tenía dinero
G2_42,04 = no tenía medio de transporte
G2_42,05 = porque estaba demasiado nervioso/a y asustado/a
G2_42,06 = el seguro no lo cubría
G2_42,07 = no tenía seguro
G2_42,08 = había que esperar demasiado
G2_42,09 = no pudo por sus obligaciones familiares
G2_42,10 = otra causa
G2_42,99 = no consta
G3_43_1,1 = sí
G3_43_1,0 = no
G3_43_1,9 = no consta
G3_43_2,1 = sí
G3_43_2,0 = no
G3_43_2,9 = no consta
G3_43_3,1 = sí
G3_43_3,0 = no
G3_43_3,9 = no consta
G3_43_4,1 = sí
G3_43_4,0 = no
G3_43_4,9 = no consta
G3_43_5,1 = sí
G3_43_5,0 = no
G3_43_5,9 = no consta
G3_43_6,1 = sí
G3_43_6,0 = no
G3_43_6,9 = no consta
G3_43_7,1 = sí
G3_43_7,0 = no
G3_43_7,9 = no consta
G3_43_8,1 = sí
G3_43_8,0 = no
G3_43_8,9 = no consta
G4_44_1,1 = hace 3 meses o menos
G4_44_1,2 = hace más de 3 meses y menos de 12 meses
G4_44_1,3 = hace un año o más
G4_44_1,4 = nunca ha ido
G4_44_2,01 a 24
G4_44_2,99 = no consta
G4_44_3,04 a 11
G4_44_3,99 = no consta
G4_44_4,01 a 97
G4_44_4,99 = no consta
G4_45_1,1 = sí
G4_45_1,6 = no
G4_45_1,9 = no consta
G4_45_2,1 = sí
G4_45_2,6 = no
G4_45_2,9 = no consta
G4_45_3,1 = sí
G4_45_3,6 = no
G4_45_3,9 = no consta
G4_45_4,1 = sí
G4_45_4,6 = no
G4_45_4,9 = no consta
G4_45_5,1 = sí
G4_45_5,6 = no
G4_45_5,9 = no consta
G4_45_6,1 = sí
G4_45_6,6 = no
G4_45_6,9 = no consta
G4_45_7,1 = sí
G4_45_7,6 = no
G4_45_7,9 = no consta
G4_45_8,1 = sí
G4_45_8,6 = no
G4_45_8,9 = no consta
G4_45_9,1 = sí
G4_45_9,6 = no
G4_45_9,9 = no consta
G4_46,1 = sanidad pública (seguridad social)
G4_46,2 = ayuntamiento
G4_46,3 = sociedad médica
G4_46,4 = consulta privada
G4_46,"5 = otros (iguala médica, etc.)"
G4_46,9 = no consta
G4_47_1,1 = sí
G4_47_1,6 = no
G4_47_1,9 = no consta
G4_47_2,1 = sí
G4_47_2,6 = no
G4_47_2,9 = no consta
G4_47_3,1 = sí
G4_47_3,6 = no
G4_47_3,9 = no consta
G4_47_4,1 = sí
G4_47_4,6 = no
G4_47_4,9 = no consta
G4_47_5,1 = sí
G4_47_5,6 = no
G4_47_5,9 = no consta
G4_47_6,1 = sí
G4_47_6,6 = no
G4_47_6,9 = no consta
G4_47_7,1 = sí
G4_47_7,6 = no
G4_47_7,9 = no consta
G4_47_8,1 = sí
G4_47_8,6 = no
G4_47_8,9 = no consta
G5_48,1 = sí
G5_48,6 = no
G5_49,01 a 89
G5_49,99 = no consta
G5_50,001 a 365
G5_50,999 = no consta
G5_51,1 = intervención quirúrgica
G5_51,2 = estudio médico para diagnóstico
G5_51,3 = tratamiento médico sin intervención quirúrgica
G5_51,4 = parto (incluye cesárea)
G5_51,5 = otros motivos
G5_51,9 = no consta
G5_52,1 = sí
G5_52,6 = no
G5_52,9 = no consta
G5_53,00 a 48
G5_53,98 = no sabe
G5_53,99 = no consta
G5_54,1 = a través del servicio de urgencias
G5_54,2 = ingreso ordinario (no por urgencias)
G5_54,9 = no consta
G5_55,1 = sanidad pública (seguridad social
G5_55,"2 = mutualidad obligatoria (muface, isfas, etc.)"
G5_55,3 = sociedad médica privada
G5_55,4 = a su propio cargo o de su hogar
G5_55,"5 = a cargo de otras personas, organismos o instituciones"
G5_55,8 = no sabe
G5_55,9 = no consta
G5_56,1 = sí
G5_56,6 = no
G5_56,8 = no sabe
G5_56,9 = no consta
G5_57,1 = sí
G5_57,6 = no
G5_57,9 = no consta
G5_58,1 = un tratamiento
G5_58,2 = una intervención quirúrgica
G5_58,3 = otros motivos
G5_58,9 = no consta
G5_59,001 a 365
G5_59,998 = no sabe
G5_59,999 = no consta
G6_60,1 = sí
G6_60,6 = no
G6_61,001 a 200
G6_61,998 = no sabe
G6_61,999 = no consta
G6_62_1,1 = sí
G6_62_1,6 = no
G6_62_1,9 = no consta
G6_62_2,1 = sí
G6_62_2,6 = no
G6_62_2,9 = no consta
G6_62_3,1 = sí
G6_62_3,6 = no
G6_62_3,9 = no consta
G6_63_1,00 a 30
G6_63_1,98 = no sabe
G6_63_1,99 = no consta
G6_63_2,00 a 23
G6_63_2,98 = no sabe
G6_63_2,99 = no consta
G6_63_3,00 a 59
G6_63_3,98 = no sabe
G6_63_3,99 = no consta
G6_64_1,00 a 48
G6_64_1,98 = no sabe
G6_64_1,99 = no consta
G6_64_2,00 a 59
G6_64_2,98 = no sabe
G6_64_2,99 = no consta
G6_65,1 = hospital de la sanidad pública (seguridad social)
G6_65,2 = servicio de urgencias no hospitalario de la sanidad pública (seguridad
G6_65,Social)
G6_65,"3 = centro no hospitalario de la sanidad pública (centro de salud, etc.)"
G6_65,4 = servicio privado de urgencias
G6_65,"5 = sanatorio, hospital o clínica privada"
G6_65,6 = casa de socorro o servicio de urgencias del ayuntamiento
G6_65,7 = otro tipo de servicio
G6_65,9 = no consta
G6_66,1 = porque el médico/a se lo mandó
G6_66,"2 = porque usted, sus familiares u otras personas lo consideraron oportuno"
G6_66,9 = no consta
H1_67,"1 = sí, fuma diariamente"
H1_67,"2 = sí fuma, pero no diariamente"
H1_67,"3 = no fuma actualmetne, pero ha fumado antes"
H1_67,"4 = no fuma, ni ha fumado nunca de manera habitual"
H1_68_1,00 a 90
H1_68_1,99 = no consta
H1_68_2,00 a 30
H1_68_2,99 = no consta
H1_68_3,00 a 30
H1_68_3,99 = no consta
H1_69,06 a 90
H1_69,99 = no consta
H1_70,1 = más
H1_70,2 = menos
H1_70,3 = igual
H1_70,9 = no consta
H1_71,1 = al menos tres o cuatro veces por semana
H1_71,2 = una o dos veces por semana
H1_71,3 = con menos frecuencia
H1_71,9 = no consta
H1_72_1,00 a 90
H1_72_1,99 = no consta
H1_68_2,00 a 30
H1_68_2,99 = no consta
H1_68_3,00 a 30
H1_68_3,99 = no consta
H1_73,06 a 90
H1_73,99 = no consta
H1_74,1 = más
H1_74,2 = menos
H1_74,3 = igual
H1_74,9 = no consta
H1_75,06 a 90
H1_75,99 = no consta
H1_76_1,00 a 90
H1_76_1,99 = no consta
H1_76_2,00 a 11
H1_76_2,99 = no consta
H1_77_1,1 = sí
H1_77_1,0 = no
H1_77_1,9 = no consta
H1_77_2,1 = sí
H1_77_2,0 = no
H1_77_2,9 = no consta
H1_77_3,1 = sí
H1_77_3,0 = no
H1_77_3,9 = no consta
H1_77_4,1 = sí
H1_77_4,0 = no
H1_77_4,9 = no consta
H1_77_5,1 = sí
H1_77_5,0 = no
H1_77_5,9 = no consta
H1_77_6,1 = sí
H1_77_6,0 = no
H1_77_6,9 = no consta
H1_77_7,1 = sí
H1_77_7,0 = no
H1_77_7,9 = no consta
H1_77LIT,Texto
H1_77LIT,999999999 = no consta
H1_78_1,00 a 90
H1_78_1,99 = no consta
H1_78_2,00 a 30
H1_78_2,99 = no consta
H1_78_3,00 a 30
H1_78_3,99 = no consta
H1_79_1,1 = nada
H1_79_1,2 = menos de una hora
H1_79_1,3 = de una a cuatro horas
H1_79_1,4 = más de cuatro horas
H1_79_1,9 = no consta
H1_79_2,1 = nada
H1_79_2,2 = menos de una hora
H1_79_2,3 = de una a cuatro horas
H1_79_2,4 = más de cuatro horas
H1_79_2,9 = no consta
H1_80_1,1 = sí
H1_80_1,6 = no
H1_80_1,9 = no consta
H1_80_2,01 a 15
H1_80_2,99 = no consta
H2_81,1 = sí
H2_81,6 = no
H2_82,1 = sí
H2_82,6 = no
H2_82,9 = no consta
H2_83,1 = sí
H2_83,6 = no
H2_83,9 = no consta
H2_84_1A,1 = a diario
H2_84_1A,2 = semanalmente
H2_84_1A,3 = mensualmente
H2_84_1A,4 = por lo menos una vez al año y menos de una vez al mes
H2_84_1A,5 = menos de una vez al año
H2_84_1A,6 = nunca
H2_84_1A,9 = no consta
H2_84_1B,01 a 50
H2_84_1B,99 = no consta
H2_84_1C,01 a 50
H2_84_1C,99 = no consta
H2_84_2A,1 = a diario
H2_84_2A,2 = semanalmente
H2_84_2A,3 = mensualmente
H2_84_2A,4 = por lo menos una vez al año y menos de una vez al mes
H2_84_2A,5 = menos de una vez al año
H2_84_2A,6 = nunca
H2_84_2A,9 = no consta
H2_84_2B,01 a 50
H2_84_2B,99 = no consta
H2_84_2C,01 a 50
H2_84_2C,99 = no consta
H2_84_3A,1 = a diario
H2_84_3A,2 = semanalmente
H2_84_3A,3 = mensualmente
H2_84_3A,4 = por lo menos una vez al año y menos de una vez al mes
H2_84_3A,5 = menos de una vez al año
H2_84_3A,6 = nunca
H2_84_3A,9 = no consta
H2_84_3B,01 a 50
H2_84_3B,99 = no consta
H2_84_3C,01 a 50
H2_84_3C,99 = no consta
H2_84_4A,1 = a diario
H2_84_4A,2 = semanalmente
H2_84_4A,3 = mensualmente
H2_84_4A,4 = por lo menos una vez al año y menos de una vez al mes
H2_84_4A,5 = menos de una vez al año
H2_84_4A,6 = nunca
H2_84_4A,9 = no consta
H2_84_4B,01 a 50
H2_84_4B,99 = no consta
H2_84_4C,01 a 50
H2_84_4C,99 = no consta
H2_84_5A,1 = a diario
H2_84_5A,2 = semanalmente
H2_84_5A,3 = mensualmente
H2_84_5A,4 = por lo menos una vez al año y menos de una vez al mes
H2_84_5A,5 = menos de una vez al año
H2_84_5A,6 = nunca
H2_84_5A,9 = no consta
H2_84_5B,01 a 50
H2_84_5B,99 = no consta
H2_84_5C,01 a 50
H2_84_5C,99 = no consta
H2_84_6A,1 = a diario
H2_84_6A,2 = semanalmente
H2_84_6A,3 = mensualmente
H2_84_6A,4 = por lo menos una vez al año y menos de una vez al mes
H2_84_6A,5 = menos de una vez al año
H2_84_6A,6 = nunca
H2_84_6A,9 = no consta
H2_84_6B,01 a 50
H2_84_6B,99 = no consta
H2_84_6C,01 a 50
H2_84_6C,99 = no consta
H2_85_1,0 = no consume
H2_85_1,1 = fin de semana
H2_85_1,2 = entre semana
H2_85_1,3 = ambos indistintamente
H2_85_1,9 = no consta
H2_85_2,0 = no consume
H2_85_2,1 = fin de semana
H2_85_2,2 = entre semana
H2_85_2,3 = ambos indistintamente
H2_85_2,9 = no consta
H2_85_3,0 = no consume
H2_85_3,1 = fin de semana
H2_85_3,2 = entre semana
H2_85_3,3 = ambos indistintamente
H2_85_3,9 = no consta
H2_85_4,0 = no consume
H2_85_4,1 = fin de semana
H2_85_4,2 = entre semana
H2_85_4,3 = ambos indistintamente
H2_85_4,9 = no consta
H2_85_5,0 = no consume
H2_85_5,1 = fin de semana
H2_85_5,2 = entre semana
H2_85_5,3 = ambos indistintamente
H2_85_5,9 = no consta
H2_85_6,0 = no consume
H2_85_6,1 = fin de semana
H2_85_6,2 = entre semana
H2_85_6,3 = ambos indistintamente
H2_85_6,9 = no consta
H2_86,06 a 95
H2_86,99 = no consta
H3_87,01 a 24
H3_87,99 = no consta
H3_88,1 = sí
H3_88,6 = no
H3_88,9 = no consta
H3_89_1,1 = todos los días
H3_89_1,2 = la mayoría de los días
H3_89_1,3 = varios días
H3_89_1,4 = algún día
H3_89_1,5 = nunca
H3_89_1,9 = no consta
H3_89_2,1 = todos los días
H3_89_2,2 = la mayoría de los días
H3_89_2,3 = varios días
H3_89_2,4 = algún día
H3_89_2,5 = nunca
H3_89_2,9 = no consta
H3_89_3,1 = todos los días
H3_89_3,2 = la mayoría de los días
H3_89_3,3 = varios días
H3_89_3,4 = algún día
H3_89_3,5 = nunca
H3_89_3,9 = no consta
H3_90,1 = sentado/a la mayor parte de la jornada
H3_90,2 = de pie la mayor parte de la jornada sin efectuar grandes
H3_90,Desplazamientos o esfuerzos
H3_90,"3 = caminando, llevando algún peso, efectuando desplazamientos"
H3_90,Frecuentes
H3_90,4 = realizando tareas que requieren gran esfuerzo físico
H3_90,9 = no consta
H3_91,1 = sí
H3_91,6 = no
H3_91,9 = no consta
H3_92,1 = porque me lo impiden mis problemas de salud
H3_92,"2 = porque prefiero realizar otro tipo de actividad de ocio (ir al cine, leer un"
H3_92,"Libro, ver tv, ..)"
H3_92,3 = porque no dispongo de un lugar para realizar la actividad física que
H3_92,Deseo
H3_92,4 = por falta de tiempo
H3_92,5 = por falta de fuerza de voluntad
H3_92,6 = otras razones
H3_92,9 = no consta
H3_93,1 = sí
H3_93,6 = no
H3_93,9 = no consta
H3_94_1,00 a 70
H3_94_1,99 = no consta
H3_94_2,00 a 70
H3_94_2,99 = no consta
H3_94_3,00 a 70
H3_94_3,99 = no consta
H4_95_1,1 = sí
H4_95_1,6 = no
H4_95_1,9 = no consta
H4_95_2,1 = sí
H4_95_2,6 = no
H4_95_2,9 = no consta
H4_95_3,1 = sí
H4_95_3,6 = no
H4_95_3,9 = no consta
H4_95_4,1 = sí
H4_95_4,6 = no
H4_95_4,9 = no consta
H4_95_5,1 = sí
H4_95_5,6 = no
H4_95_5,9 = no consta
H4_95_6,1 = sí
H4_95_6,6 = no
H4_95_6,9 = no consta
H4_96_1,1 = a diario
H4_96_1,"2 = tres o más veces a la semana, pero no a diario"
H4_96_1,3 = una o dos veces a la semana
H4_96_1,4 = menos de una vez a la semana
H4_96_1,5 = nunca o casi nunca
H4_96_1,9 = no consta
H4_96_2,1 = a diario
H4_96_2,"2 = tres o más veces a la semana, pero no a diario"
H4_96_2,3 = una o dos veces a la semana
H4_96_2,4 = menos de una vez a la semana
H4_96_2,5 = nunca o casi nunca
H4_96_2,9 = no consta
H4_96_3,1 = a diario
H4_96_3,"2 = tres o más veces a la semana, pero no a diario"
H4_96_3,3 = una o dos veces a la semana
H4_96_3,4 = menos de una vez a la semana
H4_96_3,5 = nunca o casi nunca
H4_96_3,9 = no consta
H4_96_4,1 = a diario
H4_96_4,"2 = tres o más veces a la semana, pero no a diario"
H4_96_4,3 = una o dos veces a la semana
H4_96_4,4 = menos de una vez a la semana
H4_96_4,5 = nunca o casi nunca
H4_96_4,9 = no consta
H4_96_5,1 = a diario
H4_96_5,"2 = tres o más veces a la semana, pero no a diario"
H4_96_5,3 = una o dos veces a la semana
H4_96_5,4 = menos de una vez a la semana
H4_96_5,5 = nunca o casi nunca
H4_96_5,9 = no consta
H4_96_6,1 = a diario
H4_96_6,"2 = tres o más veces a la semana, pero no a diario"
H4_96_6,3 = una o dos veces a la semana
H4_96_6,4 = menos de una vez a la semana
H4_96_6,5 = nunca o casi nunca
H4_96_6,9 = no consta
H4_96_7,1 = a diario
H4_96_7,"2 = tres o más veces a la semana, pero no a diario"
H4_96_7,3 = una o dos veces a la semana
H4_96_7,4 = menos de una vez a la semana
H4_96_7,5 = nunca o casi nunca
H4_96_7,9 = no consta
H4_96_8,1 = a diario
H4_96_8,"2 = tres o más veces a la semana, pero no a diario"
H4_96_8,3 = una o dos veces a la semana
H4_96_8,4 = menos de una vez a la semana
H4_96_8,5 = nunca o casi nunca
H4_96_8,9 = no consta
H4_96_9,1 = a diario
H4_96_9,"2 = tres o más veces a la semana, pero no a diario"
H4_96_9,3 = una o dos veces a la semana
H4_96_9,4 = menos de una vez a la semana
H4_96_9,5 = nunca o casi nunca
H4_96_9,9 = no consta
H4_96_10,1 = a diario
H4_96_10,"2 = tres o más veces a la semana, pero no a diario"
H4_96_10,3 = una o dos veces a la semana
H4_96_10,4 = menos de una vez a la semana
H4_96_10,5 = nunca o casi nunca
H4_96_10,9 = no consta
H4_96_11,1 = a diario
H4_96_11,"2 = tres o más veces a la semana, pero no a diario"
H4_96_11,3 = una o dos veces a la semana
H4_96_11,4 = menos de una vez a la semana
H4_96_11,5 = nunca o casi nunca
H4_96_11,9 = no consta
H4_96_12,1 = a diario
H4_96_12,"2 = tres o más veces a la semana, pero no a diario"
H4_96_12,3 = una o dos veces a la semana
H4_96_12,4 = menos de una vez a la semana
H4_96_12,5 = nunca o casi nunca
H4_96_12,9 = no consta
H4_97,1 = sí
H4_97,6 = no
H4_97,9 = no consta
H4_98,1 = para perder peso
H4_98,2 = para mantener su peso actual
H4_98,3 = para vivir más saludablemente
H4_98,4 = por una enfermedad o problema de salud
H4_98,5 = por otra razón
H4_98,9 = no consta
I1_99,1 = sí
I1_99,6 = no
I1_99,9 = no consta
I1_100,"1 = un profesional sanitario, por su edad"
I1_100,"2 = un profesional sanitario, por sus enfermedades"
I1_100,"3 = un profesional sanitario, por otras razones"
I1_100,4 = le ponen la vacuna en la empresa/centro de estudio
I1_100,5 = solicitó la vacuna porque prefiere estar vacunado/a
I1_100,6 = otros
I1_100,9 = no consta
I1_101,1 = sí
I1_101,6 = no
I1_101,8 = no sabe
I1_101,9 = no consta
I1_102,1 = hace menos de 3 meses
I1_102,2 = de 3 a 5 meses
I1_102,3 = de 6 meses a 1 año
I1_102,4 = de 1 a 3 años
I1_102,5 = más de 3 años
I1_102,8 = no sabe
I1_102,9 = no consta
I1_103,1 = sí
I1_103,6 = no
I1_103,8 = no sabe
I1_103,9 = no consta
I1_104,1 = hace menos de 3 meses
I1_104,2 = de 3 a 5 meses
I1_104,3 = de 6 meses a 1 año
I1_104,4 = de 1 a 3 años
I1_104,5 = más de 3 años
I1_104,8 = no sabe
I1_104,9 = no consta
I2_105,01 = más de tres veces al día
I2_105,02 = tres veces al día
I2_105,03 = por la mañana y por la noche
I2_105,04 = por la mañana y después de comer
I2_105,05 = después de comer y por la noche
I2_105,06 = una vez al día por la mañana
I2_105,07 = una vez al día después de comer
I2_105,08 = una vez al día por la noche
I2_105,"09 = ocasionalmente, no todos los días"
I2_105,10 = nunca
I2_105,11 = otra
I2_105,99 = no consta
I3_106_0,1 = sí
I3_106_0,6 = no
I3_106,1 = sí
I3_106,6 = no
I3_107,1 = hace menos de 6 meses
I3_107,2 = entre 6 meses y 1 año
I3_107,3 = entre 1 y 3 años
I3_107,4 = hace más de 3 años
I3_107,5 = nunca ha ido por motivos diferentes al embarazo o parto
I3_107,8 = no sabe
I3_107,9 = no consta
I3_108,"1 = algún problema ginecológico (enfermedad, molestias)"
I3_108,2 = orientación/planificación familiar
I3_108,3 = revisión periódica
I3_108,4 = otros motivos
I3_108,9 = no consta
I3_109,1 = sí
I3_109,6 = no
I3_109,8 = no sabe
I3_109,9 = no consta
I3_110,1950 a 2007
I3_110,9998 = no sabe
I3_110,9999 = no consta
I3_111,1950 a 2007
I3_111,9998 = no sabe
I3_111,9999 = no consta
I3_112_1,1 = sí
I3_112_1,0 = no
I3_112_1,9 = no consta
I3_112_2,1 = sí
I3_112_2,0 = no
I3_112_2,9 = no consta
I3_112_3,1 = sí
I3_112_3,0 = no
I3_112_3,9 = no consta
I3_112_4,1 = sí
I3_112_4,0 = no
I3_112_4,9 = no consta
I3_112_5,1 = sí
I3_112_5,0 = no
I3_112_5,9 = no consta
I3_112_6,1 = sí
I3_112_6,0 = no
I3_112_6,9 = no consta
I3_112_7,1 = sí
I3_112_7,0 = no
I3_112_7,9 = no consta
I3_112_8,1 = sí
I3_112_8,0 = no
I3_112_8,9 = no consta
I3_113,1 = al menos 1 vez al año
I3_113,2 = cada 2 años
I3_113,3 = cada 3 años
I3_113,4 = aproximadamente 1 vez cada 5 años
I3_113,5 = mas de 5 años
I3_113,6 = nunca
I3_113,9 = no consta
I3_114,1 = sí
I3_114,6 = no
I3_114,9 = no consta
I3_115,1950 a 2007
I3_115,9998 = no sabe
I3_115,9999 = no consta
I3_116,1 = porque tenía molestias
I3_116,2 = porque se lo recomendaron en la consulta de medicina de familia
I3_116,3 = porque fue a la consulta de ginecología
I3_116,4 = porque le citaron desde su comunidad autónoma o ayuntamiento para un
I3_116,Programa de detección precoz de cáncer
I3_116,5 = por otra razón de tipo médico
I3_116,6 = por otro tipo de razones (no médicas)
I3_116,9 = no consta
I3_117,1 = al menos 1 vez al año
I3_117,2 = cada 2 años
I3_117,3 = cada 3 años
I3_117,4 = aproximadamente 1 vez cada 5 años
I3_117,5 = mas de 5 años
I3_117,6 = nunca
I3_117,9 = no consta
I4_118_1,1 = siempre
I4_118_1,2 = casi siempre
I4_118_1,3 = casi nunca
I4_118_1,4 = nunca
I4_118_1,5 = nunca conduce
I4_118_1,9 = no consta
I4_118_2,1 = siempre
I4_118_2,2 = casi siempre
I4_118_2,3 = casi nunca
I4_118_2,4 = nunca
I4_118_2,5 = nunca conduce
I4_118_2,9 = no consta
I4_119_1,1 = siempre
I4_119_1,2 = casi siempre
I4_119_1,3 = casi nunca
I4_119_1,4 = nunca
I4_119_1,5 = nunca es acompañante
I4_119_1,9 = no consta
I4_119_2,1 = siempre
I4_119_2,2 = casi siempre
I4_119_2,3 = casi nunca
I4_119_2,4 = nunca
I4_119_2,5 = nunca es acompañante
I4_119_2,9 = no consta
I4_120_1,1 = siempre
I4_120_1,2 = casi siempre
I4_120_1,3 = casi nunca
I4_120_1,4 = nunca
I4_120_1,5 = no procede
I4_120_1,9 = no consta
I4_120_2,1 = siempre
I4_120_2,2 = casi siempre
I4_120_2,3 = casi nunca
I4_120_2,4 = nunca
I4_120_2,5 = no procede
I4_120_2,9 = no consta
I4_121_1,1 = siempre
I4_121_1,2 = casi siempre
I4_121_1,3 = casi nunca
I4_121_1,4 = nunca
I4_121_1,5 = no procede
I4_121_1,9 = no consta
I4_121_2,1 = siempre
I4_121_2,2 = casi siempre
I4_121_2,3 = casi nunca
I4_121_2,4 = nunca
I4_121_2,5 = no procede
I4_121_2,9 = no consta
J122_0,1 = si
J122_0,6 = no
J122,1 = si
J122,6 = no
J122,9 = no consta
J123_0,1 = si
J123_0,6 = no
J123,1 = si
J123,6 = no
J123,9 = no consta
J124,1 = en un lugar de ocio
J124,2 = en el trabajo o lugar de estudios
J124,3 = en la calle
J124,4 = en su hogar
J124,5 = en el edificio donde vive
J124,6 = en una zona deportiva
J124,7 = otros lugares
J124,9 = no consta
J125_1,1 = sí
J125_1,0 = no
J125_1,9 = no consta
J125_2,1 = sí
J125_2,0 = no
J125_2,9 = no consta
J125_3,1 = sí
J125_3,0 = no
J125_3,9 = no consta
J125_4,1 = sí
J125_4,0 = no
J125_4,9 = no consta
J125_5,1 = sí
J125_5,0 = no
J125_5,9 = no consta
J126,1 = sí
J126,6 = no
J126,9 = no consta
J127_1A,1 = sí
J127_1A,6 = no
J127_1A,9 = no consta
J127_1B,1 = nunca
J127_1B,2 = algunas veces
J127_1B,3 = muchas veces
J127_1B,4 = constantemente
J127_1B,9 = no consta
J127_1C,1 = nunca
J127_1C,2 = algunas veces
J127_1C,3 = muchas veces
J127_1C,4 = constantemente
J127_1C,9 = no consta
J127_1D,1 = nunca
J127_1D,2 = algunas veces
J127_1D,3 = muchas veces
J127_1D,4 = constantemente
J127_1D,9 = no consta
J127_1E,1 = nunca
J127_1E,2 = algunas veces
J127_1E,3 = muchas veces
J127_1E,4 = constantemente
J127_1E,9 = no consta
J127_1F,1 = nunca
J127_1F,2 = algunas veces
J127_1F,3 = muchas veces
J127_1F,4 = constantemente
J127_1F,9 = no consta
J127_2A,1 = sí
J127_2A,6 = no
J127_2A,9 = no consta
J127_2B,1 = nunca
J127_2B,2 = algunas veces
J127_2B,3 = muchas veces
J127_2B,4 = constantemente
J127_2B,9 = no consta
J127_2C,1 = nunca
J127_2C,2 = algunas veces
J127_2C,3 = muchas veces
J127_2C,4 = constantemente
J127_2C,9 = no consta
J127_2D,1 = nunca
J127_2D,2 = algunas veces
J127_2D,3 = muchas veces
J127_2D,4 = constantemente
J127_2D,9 = no consta
J127_2E,1 = nunca
J127_2E,2 = algunas veces
J127_2E,3 = muchas veces
J127_2E,4 = constantemente
J127_2E,9 = no consta
J127_2F,1 = nunca
J127_2F,2 = algunas veces
J127_2F,3 = muchas veces
J127_2F,4 = constantemente
J127_2F,9 = no consta
J127_3A,1 = sí
J127_3A,6 = no
J127_3A,9 = no consta
J127_3B,1 = nunca
J127_3B,2 = algunas veces
J127_3B,3 = muchas veces
J127_3B,4 = constantemente
J127_3B,9 = no consta
J127_3C,1 = nunca
J127_3C,2 = algunas veces
J127_3C,3 = muchas veces
J127_3C,4 = constantemente
J127_3C,9 = no consta
J127_3D,1 = nunca
J127_3D,2 = algunas veces
J127_3D,3 = muchas veces
J127_3D,4 = constantemente
J127_3D,9 = no consta
J127_3E,1 = nunca
J127_3E,2 = algunas veces
J127_3E,3 = muchas veces
J127_3E,4 = constantemente
J127_3E,9 = no consta
J127_3F,1 = nunca
J127_3F,2 = algunas veces
J127_3F,3 = muchas veces
J127_3F,4 = constantemente
J127_3F,9 = no consta
J127_4A,1 = sí
J127_4A,6 = no
J127_4A,9 = no consta
J127_4B,1 = nunca
J127_4B,2 = algunas veces
J127_4B,3 = muchas veces
J127_4B,4 = constantemente
J127_4B,9 = no consta
J127_4C,1 = nunca
J127_4C,2 = algunas veces
J127_4C,3 = muchas veces
J127_4C,4 = constantemente
J127_4C,9 = no consta
J127_4D,1 = nunca
J127_4D,2 = algunas veces
J127_4D,3 = muchas veces
J127_4D,4 = constantemente
J127_4D,9 = no consta
J127_4E,1 = nunca
J127_4E,2 = algunas veces
J127_4E,3 = muchas veces
J127_4E,4 = constantemente
J127_4E,9 = no consta
J127_4F,1 = nunca
J127_4F,2 = algunas veces
J127_4F,3 = muchas veces
J127_4F,4 = constantemente
J127_4F,9 = no consta
J127_5A,1 = sí
J127_5A,6 = no
J127_5A,9 = no consta
J127_5B,1 = nunca
J127_5B,2 = algunas veces
J127_5B,3 = muchas veces
J127_5B,4 = constantemente
J127_5B,9 = no consta
J127_5C,1 = nunca
J127_5C,2 = algunas veces
J127_5C,3 = muchas veces
J127_5C,4 = constantemente
J127_5C,9 = no consta
J127_5D,1 = nunca
J127_5D,2 = algunas veces
J127_5D,3 = muchas veces
J127_5D,4 = constantemente
J127_5D,9 = no consta
J127_5E,1 = nunca
J127_5E,2 = algunas veces
J127_5E,3 = muchas veces
J127_5E,4 = constantemente
J127_5E,9 = no consta
J127_5F,1 = nunca
J127_5F,2 = algunas veces
J127_5F,3 = muchas veces
J127_5F,4 = constantemente
J127_5F,9 = no consta
J127_6A,1 = sí
J127_6A,6 = no
J127_6A,9 = no consta
J127_6B,1 = nunca
J127_6B,2 = algunas veces
J127_6B,3 = muchas veces
J127_6B,4 = constantemente
J127_6B,9 = no consta
J127_6C,1 = nunca
J127_6C,2 = algunas veces
J127_6C,3 = muchas veces
J127_6C,4 = constantemente
J127_6C,9 = no consta
J127_6D,1 = nunca
J127_6D,2 = algunas veces
J127_6D,3 = muchas veces
J127_6D,4 = constantemente
J127_6D,9 = no consta
J127_6E,1 = nunca
